"Course Term Select","SCABASE Start Term","Subj Code","Course Number","Course Desc","College Code","College Desc","Division Code","Division Desc","Dept Code","Dept Desc","Status Code","Status Desc","Credit Hours","Level1 Code","Level2 Code","Level3 Code","Attribute Level Code","Course Long Desc","Exclude From ART/Degree Classification","Web Semester Code","Web Semester Desc","MOMD Ind","WHM Ind","Web Display Ind","CRN","Section Camp Code","Section Camp Desc","Maximum Enrollment","Module Creation Date","Module Lead Name","Module Lead ID","Elective Ind","Section Status Code","SCABASE End Term"
"002026","002021","09","36995","LM Is Ec - Fa, Mo and Ec","11","College Arts and Law","050","Phil, Theology and Religion","150","Theology and Religion","D","Dormant (but will run later)","20","GT","","","LM","LM Islamic Economics - Faith, Morality and Economics","N","6","Semester 2","N","N","Y","","","","","2021/01/06 00:00:00","","","","","999999"
"002026","002020","04","36476","LM Independent Study B S1","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","A","Active","10","GT","","","LM","LM Independent Study B","N","5","Semester 1","N","N","Y","","","","","2020/08/27 00:00:00","","","","","999999"
"002026","002021","09","37009","LM No Am in Cr: Su, Ar, Re","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","D","Dormant (but will run later)","20","GT","","","LM","LM North America in Crisis: Surviving, Articulating, Remembering","N","6","Semester 2","N","N","Y","","","","","2021/01/12 00:00:00","","","","","999999"
"002026","002021","09","37013","LH Prof Skills - Freelance","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","A","Active","20","UG","","","LH","LH Professional Skills - Freelance","N","5","Semester 1","N","N","Y","","","","","2021/01/12 00:00:00","","","","","999999"
"002026","002020","03","37060","LM Deve Digi Art for Lea (DLW)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Developing Digital Artefacts for Learning","N","6","Semester 2","N","N","Y","","","","","2021/01/19 00:00:00","","","","","999999"
"002026","002021","03","37210","LH Crime and Antisocial Behavi","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","UG","","","LH","LH Crime and Antisocial Behaviour: Theory, Research and Practice","N","5","Semester 1","N","N","Y","","","","","2021/03/31 00:00:00","","","","","999999"
"002026","002016","07","28935","LM Corporate Comm (Campus)","12","College Social Sciences","012","Birmingham Business School","197","Marketing","A","Active","10","GT","","","LM","LM Corporate Communication","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002021","01","37185","LM Targ Ident Vali Preclin Dev","14","College Medicine and Health","085","School of Infec, Inflam, Immun","258","Inst of Inflammation / Ageing","A","Active","20","GT","","","LM","LM Target Identification, validation and preclinical development","N","5","Semester 1","N","N","Y","","","","","2021/03/17 00:00:00","","","","","999999"
"002026","002021","01","37189","LM Imag Analys + Quant Model I","14","College Medicine and Health","085","School of Infec, Inflam, Immun","173","Inst of Immunol + Immunoth","A","Active","20","GT","","","LM","LM Image Analysis and Quantitative Modelling I","N","5","Semester 1","N","N","Y","","","","","2021/03/19 00:00:00","","","","","999999"
"002026","002021","06","37206","LM Advan Func Prog (Ext) (Dub)","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Advanced Functional Programming (Extended)","N","6","Semester 2","N","N","Y","","","","","2021/03/25 00:00:00","","","","","999999"
"002026","002021","06","37207"," LM Foren Mal + Pen Test (Dub)","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Forensics, Malware, and Penetration Testing","N","6","Semester 2","N","N","Y","","","","","2021/03/25 00:00:00","","","","","999999"
"002026","002021","06","37208","LM Secur Soft + Hard Sys (Dub)","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Secure Software and Hardware Systems","N","5","Semester 1","N","N","Y","","","","","2021/03/25 00:00:00","","","","","999999"
"002026","002020","03","36385","LH Wider Pers in Pract (ST)","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","241","Physiotherapy","A","Active","0","UG","","","LH","Wider Perspectives in Practice","N","6","Semester 2","N","N","N","","","","","2020/08/17 00:00:00","","","","","999999"
"002026","002020","06","36832","LM Project (Com Sc MSc) Dual","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","60","GT","","","LM","Project (CompSci - MSc)","N","5","Semester 1","N","N","Y","","","","","2020/10/13 00:00:00","","","","","999999"
"002026","002020","06","36833","LM Softw Proj - Conv MSc Dual","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","60","GT","","","LM","Project - Conversion MSc","N","5","Semester 1","N","N","Y","","","","","2020/10/13 00:00:00","","","","","999999"
"002026","002015","10","27926","LC Plays and Performance (20)","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","D","Dormant (but will run later)","20","UG","","","LC","LC Plays and Performance","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002021","09","37022","LH Black Music in Britain","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","A","Active","20","UG","","","LH","LH Black Music in Britain","N","6","Semester 2","N","N","N","","","","","2021/01/13 00:00:00","","","","","999999"
"002026","002011","10","24005","LI ArtHist in the Field:","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","A","Active","10","UG","","","LI","LI Art History in the Field: Overseas Study Trip","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","11","37342","LI Adv Cust Fit + Eq Tec (old)","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","235","Golf Studies","A","Active","20","UG","","","LI","LI Advanced Custom Fitting and Equipment Technology","N","","","N","N","Y","","","","","2021/06/25 00:00:00","","","","","999999"
"002026","002021","02","37351","CranioFacial Biology (CFB)","14","College Medicine and Health","084","School of Health Sciences","018","Dentistry","A","Active","20","UG","","","LI","CranioFacial Biology (CFB)","N","","","N","N","Y","","","","","2021/07/19 00:00:00","","","","","999999"
"002026","002020","04","37360","LM Food Cont Syste (Sem 1) DL","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","A","Active","10","GT","","","LM","LM Food Control Systems","N","5","Semester 1","N","N","Y","","","","","2021/07/29 00:00:00","","","","","999999"
"002026","002022","07","37388","LM Dissertation (MSc Res Ins)","12","College Social Sciences","012","Birmingham Business School","211","Birmingham Business School","D","Dormant (but will run later)","60","GT","","","LM","LM Dissertation","N","4","Summer Period","N","N","N","","","","","2021/08/11 00:00:00","","","","","999999"
"002026","002022","07","37391","LM Marketing Analytics Techniq","12","College Social Sciences","012","Birmingham Business School","211","Birmingham Business School","D","Dormant (but will run later)","20","GT","","","LM","LM Marketing Analytics Techniques","N","6","Semester 2","N","N","N","","","","","2021/08/11 00:00:00","","","","","999999"
"002026","002022","07","37392","LM Research Methodology","12","College Social Sciences","012","Birmingham Business School","211","Birmingham Business School","A","Active","20","GT","","","LM","LM Research Methodology","N","5","Semester 1","N","N","N","","","","","2021/08/11 00:00:00","","","","","999999"
"002026","002022","03","37407","LM Co Me + Adv Om Te (DLW1)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Concepts in Metabolomics and advanced omics technologies","N","4","Summer Period","N","N","Y","","","","","2021/08/12 00:00:00","","","","","999999"
"002026","002021","03","37411","LM Ess of Comp Syst (DLW1)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Essentials of Complex Systems","N","5","Semester 1","N","N","Y","","","","","2021/08/12 00:00:00","","","","","999999"
"002026","002021","03","37415","LM Comp Bio for Com Sys (DLW2)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Computational Biology for Complex Systems","N","6","Semester 2","N","N","Y","","","","","2021/08/16 00:00:00","","","","","999999"
"002026","002021","02","37435","LM App Gen + Ne Gen Seq (DLW3)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM"," LM Applied Genomics and Next Generation Sequencing","N","4","Summer Period","N","N","Y","","","","","2021/08/18 00:00:00","","","","","999999"
"002026","002021","02","37436","LM Statistic Mach Learn (DLW1)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Statistical Machine Learning","N","5","Semester 1","N","N","Y","","","","","2021/08/18 00:00:00","","","","","999999"
"002026","002021","11","37449","LM PGT Knowl Exch Path (ICGS)","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","60","GT","","","LM","LM Postgraduate Taught Knowledge Exchange Pathway","N","4","Summer Period","N","N","Y","","","","","2021/08/18 00:00:00","","","","","999999"
"002026","002021","11","37450","LM PGT Knowl Exch Path (Maths)","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","60","GT","","","LM","LM Postgraduate Taught Knowledge Exchange Pathway","N","4","Summer Period","N","N","Y","","","","","2021/08/18 00:00:00","","","","","999999"
"002026","002021","08","37481","LM iss in Transnational Crim J","11","College Arts and Law","027","Birmingham Law School","027","Law","D","Dormant (but will run later)","20","GT","","","LM","LM Issues in Transnational Criminal Justice","N","5","Semester 1","N","N","Y","","","","","2021/08/23 00:00:00","","","","","999999"
"002026","002022","08","37483","LI His of Po Id po re + the st","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","A","Active","20","UG","","","LI","LI History of Political Ideas: power, revolution and the state","N","5","Semester 1","N","N","Y","","","","","2021/08/23 00:00:00","","","","","999999"
"002026","002020","03","36256","LM Foundations of Data Science","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","10","UG","","","LM","LM Foundations of Data Science","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002022","07","37288","LM Digital Marketing Live Proj","12","College Social Sciences","012","Birmingham Business School","197","Marketing","A","Active","20","GT","","","LM","LM Digital Marketing Live Project","N","6","Semester 2","N","N","Y","","","","","2021/05/29 00:00:00","","","","","999999"
"002026","002022","07","37292","LM Implementing Internati Mark","12","College Social Sciences","012","Birmingham Business School","197","Marketing","A","Active","20","GT","","","LM","LM Implementing International Marketing","N","6","Semester 2","N","N","Y","","","","","2021/05/29 00:00:00","","","","","999999"
"002026","002022","07","37293","LM Innovati Mana + New Pro Dev","12","College Social Sciences","012","Birmingham Business School","197","Marketing","A","Active","20","GT","","","LM","LM Innovation Management and New Product Development","N","6","Semester 2","N","N","Y","","","","","2021/05/29 00:00:00","","","","","999999"
"002026","002022","09","37635","LC Ho Do We Kn W W T W K A t H","11","College Arts and Law","050","Phil, Theology and Religion","150","Theology and Religion","A","Active","20","UG","","","LC","LC How do we know what (we think) we know about the Holocaust?","N","5","Semester 1","N","N","Y","","","","","2021/11/23 00:00:00","","","","","999999"
"002026","002022","06","37784","LM Mathematical Finance Dub","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","20","GT","","","LM","LM Mathematical Finance","N","5","Semester 1","N","N","Y","","","","","2022/02/08 00:00:00","","","","","999999"
"002026","002022","10","37842","LC Engaging Performance 2","11","College Arts and Law","046","Eng, Drama, & Creative Studies","114","Drama and Theatre Arts","D","Dormant (but will run later)","10","UG","","","LC","LC Engaging Performance 2","N","6","Semester 2","N","N","Y","","","","","2022/02/22 00:00:00","","","","","999999"
"002026","002023","03","37964","LI Data Science Projects","13","College Eng and Physical Sci","032","Physics and Astronomy","032","Physics & Astronomy","A","Active","10","UG","","","LI","LI Data Science Projects","N","6","Semester 2","N","N","Y","","","","","2022/03/23 00:00:00","","","","","999999"
"002026","002020","04","34671","LF Group Project","13","College Eng and Physical Sci","061","EPS - College Hub","202","EPS - College Hub","A","Active","10","UG","","","LF","LF Group Project","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002023","09","38886","LM Em co ho Ind ma of Br A","11","College Arts and Law","047","History and Cultures","225","History","D","Dormant (but will run later)","20","GT","","","LM","LM Empire comes home: India in the making of Britain (Masters): A","N","5","Semester 1","N","N","Y","","","","","2022/10/21 00:00:00","","","","","999999"
"002026","002023","09","38899","LM Critic Approache to Heritag","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","GT","","","LM","LM Critical Approaches to Heritage","N","5","Semester 1","N","N","Y","","","","","2022/10/22 00:00:00","","","","","999999"
"002026","002022","06","37859","LM Visualisation Dub","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Visualisation","N","6","Semester 2","N","N","Y","","","","","2022/03/03 00:00:00","","","","","999999"
"002026","002022","09","37917","LH Anticolon Postcolon Decolon","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","D","Dormant (but will run later)","20","UG","","","LH","LH Anticolonial, Postcolonial, Decolonial","N","5","Semester 1","N","N","Y","","","","","2022/03/16 00:00:00","","","","","999999"
"002026","002023","07","38214","LM Operat & Sup Ch Managem Dub","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","GT","","","LM","LM Operations and Supply Chain Management","N","5","Semester 1","N","N","Y","","","","","2022/06/28 00:00:00","","","","","999999"
"002026","002012","08","25049","LM Intellectual Prop Law","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","GT","","","LM","LM Intellectual Property Law","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002023","07","38162","LM Dis Inn & Inter Bus Dub Sep","12","College Social Sciences","012","Birmingham Business School","252","Strategy and Int Business","A","Active","20","GT","","","LM","LM Disruptive Innovation and International Business","N","6","Semester 2","N","N","Y","","","","","2022/06/24 00:00:00","","","","","999999"
"002026","002023","09","38205","LI Social + Dev Psych of Rel","11","College Arts and Law","050","Phil, Theology and Religion","150","Theology and Religion","A","Active","20","UG","","","LI","LI Social and Developmental Psychology of Religion","N","","","N","N","Y","","","","","2022/06/24 00:00:00","","","","","999999"
"002026","002017","04","30372","LC Fluid Mec + Ene Tra (Dubai)","13","College Eng and Physical Sci","080","School of Engineering","028","Mechanical Engineering","A","Active","20","UG","","","LC","LC Fluid Mechanics and Energy Transfer","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002021","07","38669","LI Accoun + Finance Place Year","12","College Social Sciences","012","Birmingham Business School","246","Accounting","A","Active","120","UG","","","LI","LI Accounting and Finance Placement Year","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002022","07","38708","LH Economics Dissertation DUB","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","40","UG","","","LH","LH Economics Dissertation","N","1","Full Term","N","N","Y","","","","","2022/09/22 00:00:00","","","","","999999"
"002026","002023","06","38975","LM Machine Learning (Dub)","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LM","LM Machine Learning","N","5","Semester 1","N","N","Y","","","","","2022/11/30 00:00:00","","","","","999999"
"002026","002022","02","37700","LM St Ce Biolog Researc Projec","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","60","GT","","","LM","LM Stem Cell Biology Research Project","N","1","Full Term","N","N","Y","","","","","2022/01/19 00:00:00","","","","","999999"
"002026","002022","02","38049","LM Clin Skil & Heal Asse (Mar)","14","College Medicine and Health","084","School of Health Sciences","205","Pharmacy","A","Active","20","GT","","","LM","LM Clinical Skills and Health Assessment","N","6","Semester 2","N","N","Y","","","","","2022/04/12 00:00:00","","","","","999999"
"002026","002022","04","38088","LC Electrical Eng 1 (NCATI)","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","20","UG","","","LC","LC Electrical Engineering 1","N","6","Semester 2","N","N","Y","","","","","2022/05/23 00:00:00","","","","","999999"
"002026","002022","04","38650","LM Grou Inv (PT prog teachout)","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","20","GT","","","LM","LM Ground Investigation","N","5","Semester 1","N","N","Y","","","","","2022/08/30 00:00:00","","","","","999999"
"002026","002023","09","38759","LH Ad Op `T Yo On Yo po cu &","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","UG","","","LH","LH Advanced Option: `The Young Ones?: Youth, popular culture, and social change in twentieth century Britain","N","5","Semester 1","N","N","Y","","","","","2022/10/10 00:00:00","","","","","999999"
"002026","002023","09","38781","LM Op Th Un St So Fr Pla to NA","11","College Arts and Law","047","History and Cultures","225","History","D","Dormant (but will run later)","20","GT","","","LM","LM Option: The United States South: From Plantations to NASCAR","N","5","Semester 1","N","N","Y","","","","","2022/10/10 00:00:00","","","","","999999"
"002026","002021","09","37524","LC Aca Eng for Fin + Tec Sem 1","15","Corporate Services","064","EISU","214","Birmingham International Acad","A","Active","0","UG","","","LC","LC Academic English for Finance and Technology","N","5","Semester 1","N","N","Y","","","","","2021/09/13 00:00:00","","","","","999999"
"002026","002022","02","37913","LM Integ Multi Data Anal (DUB)","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","20","GT","","","LM","LM Integrative Multimodal Data Analytics","N","6","Semester 2","N","N","Y","","","","","2022/03/15 00:00:00","","","","","999999"
"002026","002022","02","38023","LI Patient-cen physiothe pract","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","241","Physiotherapy","A","Active","20","UG","","","LI","LI Patient-centred physiotherapy practice","N","6","Semester 2","N","N","Y","","","","","2022/04/04 00:00:00","","","","","999999"
"002026","002023","09","38829","LM Op Hi of Te & Cu in th Un","11","College Arts and Law","047","History and Cultures","225","History","D","Dormant (but will run later)","20","GT","","","LM","LM Option: History of Technology and Culture in the United States","N","6","Semester 2","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","002022","08","37687","LM Hum Res Man + Eth at Wo Dub","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","GT","","","LM","LM Human Resource Management and Ethics at Work","N","5","Semester 1","N","N","Y","","","","","2022/01/18 00:00:00","","","","","999999"
"002026","002022","02","37777","LM Health Protection (MPH) Dub","14","College Medicine and Health","084","School of Health Sciences","216","Applied Health Sciences","A","Active","20","GT","","","LM","LM Health Protection (MPH)","N","6","Semester 2","N","N","Y","","","","","2022/02/08 00:00:00","","","","","999999"
"002026","002013","03","26761","LI International Yr Ab","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","036","Sport, Ex and Rehab Sciences","A","Active","120","UG","","","LI","LI International Year Abroad","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002023","07","38216","LM Resea Projec Dissertati Dub","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","40","GT","","","LM","LM Research Project: Dissertation","N","4","Summer Period","N","N","Y","","","","","2022/06/28 00:00:00","","","","","999999"
"002026","002022","08","38236","LM Dissertation","12","College Social Sciences","053","Government","275","Birmingham Leadership Inst","A","Active","60","GT","","","LM","LM Dissertation","N","1","Full Term","N","N","Y","","","","","2022/07/13 00:00:00","","","","","999999"
"002026","002023","09","38834","LM Wh Do Yo Th Yo Ar Fa Hi &","11","College Arts and Law","047","History and Cultures","225","History","D","Dormant (but will run later)","20","GT","","","LM","LM Who Do You Think You Are? Family Histories and History through Families (Masters): B","N","6","Semester 2","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","002022","08","38979","LM Place-making in Practice","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","022","Geography","A","Active","20","GT","","","LM","LM Place-making in Practice","N","6","Semester 2","N","N","Y","","","","","2022/12/08 00:00:00","","","","","999999"
"002026","002023","03","38984","LM Neurodiversity","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","GT","","","LM","LM Neurodiversity","N","5","Semester 1","N","N","Y","","","","","2022/12/15 00:00:00","","","","","999999"
"002026","002021","08","37537","LM Devel Org Res Study Skil DA","12","College Social Sciences","035","School of Soc Pol and Society","122","Health Services Management Cen","A","Active","20","GT","","","LM","LM Developing Organisational Research Study Skills","N","1","Full Term","N","N","Y","","","","","2021/09/14 00:00:00","","","","","999999"
"002026","002022","06","38059","LI Operat Syste & Syste Progra","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LI","LI Operating Systems and Systems Programming","N","6","Semester 2","N","N","Y","","","","","2022/04/13 00:00:00","","","","","999999"
"002026","002012","08","24546","LM Transnational Criminal Law","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","GT","","","LM","LM Transnational Criminal Law","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002023","07","38174","LM International Business SIM","12","College Social Sciences","012","Birmingham Business School","252","Strategy and Int Business","A","Active","20","GT","","","LM","LM International Business","N","5","Semester 1","N","N","Y","","","","","2022/06/24 00:00:00","","","","","999999"
"002026","002023","07","38195","LM People & Projects","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","GT","","","LM","LM People and Projects","N","6","Semester 2","N","N","Y","","","","","2022/06/24 00:00:00","","","","","999999"
"002026","002022","04","38225","LI Year in Industry (Sc o Eng)","13","College Eng and Physical Sci","080","School of Engineering","260","Engineering","A","Active","120","UG","","","LI","LI Year in Industry","N","1","Full Term","N","N","Y","","","","","2022/07/06 00:00:00","","","","","999999"
"002026","002022","02","38693","LM Co-ordinati compl nursi car","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","20","GT","","","LM","LM Co-ordinating complex nursing care","N","4","Summer Period","N","N","Y","","","","","2022/09/13 00:00:00","","","","","999999"
"002026","002023","09","38843","LM Commun Sc in Di Un & Po Soc","11","College Arts and Law","046","Eng, Drama, & Creative Studies","208","Eng, Drama, Creative Studies","D","Dormant (but will run later)","20","GT","","","LM","LM Communicating Science in Diverse, Unequal and Polarised Societies","N","5","Semester 1","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","002013","02","26341","LC Professionalism","14","College Medicine and Health","084","School of Health Sciences","242","Dental Hygiene and Therapy","A","Active","10","UG","","","LC","Professionalism","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002019","09","32415","LI Se 1 ab on a wo pl in te as","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","60","UG","","","LI","LI Semester 1 abroad on a work placement (including teaching assistants)","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002022","04","38096","LI Integ Des Proj 2 (NCATI)","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","20","UG","","","LI","LI Integrated Design Project 2","N","6","Semester 2","N","N","Y","","","","","2022/05/23 00:00:00","","","","","999999"
"002026","002014","09","27261","LI Classical Epic S1","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","A","Active","20","UG","","","LI","LI Classical Epic","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","08","29863","LM Prefer Trade Agree + Reg","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","GT","","","LM","LM Preferential Trade Agreements and Regional Blocs","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002023","07","38159","LM Market Analyt & Behav Scien","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","GT","","","LM","LM Marketing Analytics and Behavioural Science","N","6","Semester 2","N","N","Y","","","","","2022/06/21 00:00:00","","","","","999999"
"002026","002023","09","38262","LI Op Gl Hi of Ge & Se Bo Wo &","11","College Arts and Law","047","History and Cultures","225","History","D","Dormant (but will run later)","20","UG","","","LI","LI Option: Global History of Gender and Sexuality: Body, Work, and Citizenship","N","6","Semester 2","N","N","Y","","","","","2022/07/27 00:00:00","","","","","999999"
"002026","002023","09","38764","LM Op Ch in Revo Ch un Ma (194","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","GT","","","LM","LM Option: China in Revolution: China under Mao (1949-1976)","N","6","Semester 2","N","N","Y","","","","","2022/10/10 00:00:00","","","","","999999"
"002026","002023","09","38845","LM Sustain Fut & Respons Resea","11","College Arts and Law","046","Eng, Drama, & Creative Studies","208","Eng, Drama, Creative Studies","D","Dormant (but will run later)","20","GT","","","LM","LM Sustainable Futures and Responsible Research","N","6","Semester 2","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","002023","09","38897","LC Study Societi Soc Anthropol","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","A","Active","10","UG","","","LC","LC Studying Societies: Social Anthropology","N","5","Semester 1","N","N","Y","","","","","2022/10/22 00:00:00","","","","","999999"
"002026","002023","04","38905","LM CubeSat Design","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","GT","","","LM","LM CubeSat Design","N","6","Semester 2","N","N","Y","","","","","2022/10/22 00:00:00","","","","","999999"
"002026","002023","06","38965","LH Machine Learning","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LH","LH Machine Learning","N","5","Semester 1","N","N","Y","","","","","2022/11/28 00:00:00","","","","","999999"
"002026","002022","08","37832","LM Nuc Wea in Internati Relati","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","A","Active","20","GT","","","LM","LM Nuclear Weapons in International Relations","N","6","Semester 2","N","N","Y","","","","","2022/02/14 00:00:00","","","","","999999"
"002026","002022","06","37864","LM Programmi fo Dat Scienc Dub","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","GT","","","LM","LM Programming for Data Science","N","5","Semester 1","N","N","Y","","","","","2022/03/03 00:00:00","","","","","999999"
"002026","002022","11","38133","LM Intr to Tea + Sup Lea (EPS)","15","Corporate Services","082","HEFI","202","EPS - College Hub","A","Active","0","GT","","","LM","LM Introduction to Teaching and Supporting Learning","N","1","Full Term","N","N","Y","","","","","2022/06/09 00:00:00","","","","","999999"
"002026","002021","07","37243","LC Contempo Econ Chall B (Dub)","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","10","UG","","","LC","LC Contemporary Economic Challenges B","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002024","09","38674","LI Rhetoric at Rome","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","D","Dormant (but will run later)","20","UG","","","LI","LI Rhetoric at Rome","N","6","Semester 2","N","N","Y","","","","","2022/09/07 00:00:00","","","","","999999"
"002026","002023","04","38681","LM Rene Ener Sys + Polic (dub)","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","A","Active","10","GT","","","LM","LM Renewable Energy Systems and Policy","N","5","Semester 1","N","N","Y","","","","","2022/09/08 00:00:00","","","","","999999"
"002026","002019","09","34796","LM Env Pro & Pol Cont (DLW)","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","20","GT","","","LM","LM Environmental Protection and Pollution Control (DLW)","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002023","09","38828","LM Op Ge & th Ma of th Mo Br","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","GT","","","LM","LM Option: Gender and the Making of the Modern Britain, 1650-1832","N","6","Semester 2","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","002023","09","38839","LM Comm Sc & Te Diss or Ind Pr","11","College Arts and Law","046","Eng, Drama, & Creative Studies","208","Eng, Drama, Creative Studies","D","Dormant (but will run later)","60","GT","","","LM","LM Communicating Science and Technology Dissertation or Independent Project","N","4","Summer Period","N","N","Y","","","","","2022/10/15 00:00:00","","","","","999999"
"002026","000000","07","02837","Health Service Management","12","College Social Sciences","035","School of Soc Pol and Society","122","Health Services Management Cen","A","Active","20","GT","","","LM","LM Health Service Management","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002019","08","32559","LM Carriage of Goods (Dub)","11","College Arts and Law","027","Birmingham Law School","027","Law","D","Dormant (but will run later)","20","GT","","","LM","LM Carriage of Goods","N","7","Not yet specified","N","N","Y","","","","","","","","","","999999"
